"CAR_SE_ALOPER";"NUM_OPER_ALIM_ALOPER";"NOME_ALOPER";"TOT_CONS_ALOPER";"TOT_KVA_ALOPER";"QTDE_POSTO_ALOPER";"COMPRIM_TOT_ALOPER";"NVL(AO.INDIC_ALIM_EXPRES_ALOPER,'N')";"CONJUNTO"
72850;728500199;MARMELANDIA;490;7023;290;139.82;N;14628
72380;723800205;SAO JORGE;808;12471;573;203.18;N;15939
75303;753030206;MANACA;381;5390;252;131.17;N;16772
72970;729700209;EXPRESSO MARIA HELENA;5;85;3;24.68;S;15571
72500;725000214;MARAN;3585;12815;272;80.59;N;15577
71700;717000218;INTERLIGACAO;1;30;1;6.73;S;15943
72930;729300222;CIRNE LIMA;1;11045;1;2.2;N;15928
75169;751690224;TUNEIRAS DOESTE;133;3106;129;89.3;N;15571
72830;728300242;TAMBOARA;112;9725;106;51.91;N;14634
75299;752990248;HUMAITA;272;7124;271;125.46;N;16764
72190;721900249;BRAGANTINA;621;14806;382;289.07;N;16756
72760;727600250;SANEAPAR;20;9645;14;17.73;N;15933
71800;718000252;CARAMBEI;25;6128;18;23.14;N;15574
72240;722400253;PIRAI DO SUL;62;2018;34;28.08;N;14678
71300;713000254;FILIPINAS;495;19398;321;185.53;N;14668
72295;722950256;RONDON;268;20870;189;163.69;N;14667
71400;714000258;CONGONHINHAS;994;10430;540;302.94;N;15940
72220;722200259;MONACO;24;5852;19;58.21;N;16768
75204;752040261;FLORESTA;389;3482;57;41.65;N;15943
71700;717000262;FLORIANO;10;250;10;16.3;S;15943
72582;725820263;TIGRE;1592;18714;671;194.02;N;15947
71200;712000264;GUARAQUECABA;2795;11998;840;392.7;N;14593
72630;726300265;CAPTACAO SANEPAR;1;5000;0;7.13;N;14650
71800;718000266;UVAIA;571;11558;255;174.34;N;15574
75589;755890267;GUAYPORA;653;9686;283;178.24;N;15571
72760;727600268;EXPRESSO MANDAGUACU OPCAO;0;0;0;0.06;N;15933
71780;717800269;COINBRA;1;85;2;6.77;N;14680
72970;729700270;MARILUZ;302;7590;379;270.34;N;15571
75099;750990271;ITAQUARUCU;326;6666;297;148.58;N;16755
72570;725700272;MIRASELVA;23;6230;22;30.11;N;14659
75449;754490274;NOVA AURORA;105;5832;89;47.94;N;16776
75449;754490276;OURO VERDE PIQUIRI;410;3920;71;48.9;N;16776
72270;722700277;RINCAO;232;3280;140;175.33;N;14676
71780;717800278;CAMBIJU;214;11778;139;183.28;N;14680
71780;717800279;ELETROTERMIA;38;29378;15;6.01;N;14680
72010;720100280;PARANACITY;208;11913;156;112.39;N;15945
71730;717300281;CHOPIM I;369;8740;327;173.53;N;15919
72210;722100282;PEABIRU;62;2385;48;49.34;N;14682
72869;728690284;PINHAO;620;9304;401;262.18;N;14619
72240;722400285;CAXAMBU;682;17881;455;269.3;N;14678
72850;728500287;SAO VALERIO;1652;28132;1138;415.17;N;14628
72570;725700288;MARRECA;12;428;14;14.42;N;14659
71780;717800289;INDUSTRIA;5;21350;1;8.13;N;14680
75274;752740290;BARRA BONITA;580;6169;197;148.29;N;14696
72573;725730292;MARMELEIRO;105;3470;52;29.17;N;14658
71780;717800293;VENDRAMI ;5;6270;2;7.1;S;14680
72800;728000295;ADUANA;1022;23032;518;277.57;N;15570
72290;722900296;SAO TOME;689;22002;513;208.9;N;14672
71800;718000297;EXPRESSO COREANO;0;0;0;0.28;N;15574
72010;720100299;SURUQUA;273;21426;227;138.45;N;15945
72290;722900300;TERRA BOA;425;25958;330;181.63;N;14672
71800;718000303;USINAS;258;2160;46;28.68;N;15574
75639;756390305;PALMITAL;1445;13512;877;458.36;N;14647
75699;756990306;INDEPENDENCIA;0;0;0;0.04;N;14651
72830;728300307;GIANINA;379;8308;312;214;N;14634
72220;722200311;EXPRESSO TREVO;656;15126;516;264.93;N;16768
72380;723800313;VERE;107;3485;30;34.94;N;15939
72360;723600315;URAI;44;725;43;36.09;N;14665
75969;759690316;TERRA NOVA;1045;8467;599;304.33;N;14650
71500;715000317;BRASWEY;1;3000;0;4.74;N;16763
74881;748810321;VILA;53;1320;54;43.28;N;14600
72205;722050322;BALSA NOVA;688;5976;239;81.43;N;14684
75012;750120323;LD AGU AIS;275;4665;76;26.07;N;14633
75215;752150325;FAXINAL DO CEU;221;1912;146;47.59;N;15927
72270;722700329;CAMPO ALTO;275;7090;266;215.13;N;14676
75731;757310332;SUECIA;2555;6480;135;51.25;N;14668
75639;756390333;IRETAMA;1763;21780;1596;770.91;N;14647
75104;751040335;SALES DE OLIVEIRA;800;8165;315;174.4;N;16776
75115;751150336;SERRA DA MESA;506;4498;314;129.47;N;14632
75520;755200337;PRAINHA;765;9810;346;144.64;N;15939
72300;723000347;NOSSA SDAS GRACAS;14;380;9;30.64;N;14666
72589;725890351;CAMPO DO TENENTE;280;4035;155;97.54;N;14652
75919;759190357;SAO JOSE;774;16201;243;233.7;N;14670
72360;723600358;LEOPOLIS;182;5134;142;119.24;N;14665
72360;723600359;SANTA MARIANA;1;85;4;16.61;S;14665
72850;728500361;VOLTA ALEGRE;766;13892;638;255.69;N;14628
75519;755190364;PLANALTINA;39;11210;46;52.94;N;14651
72578;725780365;MOREIRA SALES EXP;0;75;1;18.18;S;14656
72290;722900366;TAPEJARA;992;21175;570;302.36;N;14672
75231;752310369;VESPEIRA;346;4473;231;89.02;N;16770
72869;728690373;AGROMALTE;3;15095;1;12.14;N;14619
71470;714700375;SETE QUEDAS;67;1162;29;12.51;N;14670
71470;714700376;MINERACAO;874;11306;398;262.7;N;14670
72825;728250377;BICO DE PATO;1041;25928;289;242.87;N;14636
72825;728250378;DAMASQUEIRO;234;12000;57;77.14;N;14636
72589;725890379;BOTIATUVA;66;1305;58;43.2;N;14652
72900;729000385;LD TEL TGI;187;2170;131;88.27;N;15929
71470;714700388;TERRA ROXA DO OESTE;503;11728;361;208.15;N;14670
72655;726550389;TINGUI;424;5502;102;47.1;N;14645
72930;729300391;BALSAMO;621;22103;290;116.95;N;15928
75989;759890392;TIJUCAS DO SUL;1803;11509;755;245.08;N;14600
71050;710500396;CALIFORNIA;42;7848;38;39.73;N;16755
71400;714000397;IBAITI VELHA;235;3276;224;172.37;N;15940
72190;721900399;ALTO PIQUIRI;781;16376;442;294.97;N;16756
75212;752120404;CATARINENSE;1167;9736;218;129.98;N;14670
72855;728550406;MARUMBI;1266;16848;968;351.71;N;14627
72855;728550408;MALLET ;1;30;1;24.41;S;14627
75731;757310410;AUSTRALIA;3233;31988;929;483.87;N;14668
75204;752040412;DOUTOR CAMARGO;118;5042;111;60.74;N;15943
75256;752560413;OURIZONA;99;2312;82;93.25;N;15933
75329;753290414;FLORAI    (MANDAGUACU);341;15312;282;208.78;N;15933
75210;752100417;MACIEIRA;455;20226;391;212.66;N;16756
75292;752920418;ENCANTILHADO;1078;12433;660;241.78;N;14658
75292;752920419;SAO BENTO;1717;26054;1374;540.5;N;14658
75257;752570420;JOSE LACERDA;3018;25056;1597;740.25;N;15958
75257;752570421;CIROL;3000;8160;119;24.49;N;15958
72201;722010422;EXPRESSO MANGUEIRINHA;0;0;0;27.08;N;15946
72210;722100425;BANDEIRA;0;0;0;4.75;S;14682
75229;752290427;TERRICA;307;8128;256;259.04;N;14634
75997;759970430;SAO PEDRO;289;3428;268;138.57;N;16780
71800;718000431;RIO PITANGUI;259;6148;179;139.88;N;15574
72800;728000433;PARTENON;165;13595;37;15.08;N;15570
72100;721000434;MUNHOZ DE MELLO;130;12610;117;96.59;N;14698
71800;718000435;SADIA;1;17275;0;7.57;N;15574
72850;728500437;SANTA IZABEL DO OESTE;33;1028;20;9.61;N;14628
72583;725830438;PAPUA;182;3482;111;50.69;N;15565
75163;751630439;BRAGANEY;476;20886;394;308.87;N;16760
72864;728640442;BARRACAO;2325;23064;1027;382.62;N;14622
72201;722010443;BACARIN;117;1858;94;78.61;N;15946
72100;721000446;GUAIRACA;27;1135;27;35.69;N;14698
72585;725850447;ALTO PORA;375;3656;147;120.09;N;14653
72585;725850448;MADALENA;2527;21472;1331;578.23;N;14653
75389;753890451;CANAVIAL;193;6856;203;119.55;N;14656
72590;725900453;NOVA LONDRINA;79;9115;63;101.15;N;14651
72151;721510454;SAO JOAO DO IVAI;179;2000;87;77.28;N;16757
71480;714800455;ARAPOTI;54;1278;38;32.06;N;15941
75732;757320460;CRICIUMA;1736;8335;56;12.31;N;15576
75184;751840461;SABARALCOOL;10;1375;7;21.27;S;14682
72100;721000462;SABAUDIA;96;2388;83;48.41;N;14698
72647;726470464;PENSAMENTO      (MAMBORE);723;13987;360;256.83;N;14647
72647;726470465;ESTIVA;268;7234;254;251.83;N;14647
72582;725820466;PALMAR;2197;23622;825;300.8;N;15947
72380;723800470;SAO BRAZ;1647;18819;764;264.5;N;15939
75699;756990472;SANTA ESMERALDA;7;185;8;27.71;S;14651
75057;750570474;ROMEOPOLIS;588;7371;496;250.65;N;14653
75925;759250476;FUTURO;0;0;0;0.01;N;15929
72150;721500477;CANADA;69;390;4;15.73;N;14697
72150;721500478;ABATIA;6;942;6;31.45;S;14697
72150;721500479;LARANJINHA;34;1172;27;24.34;N;14697
72630;726300480;SELVA;50;1093;45;99.12;N;14650
71500;715000481;MOGNO;6;11622;4;15.26;N;16763
75640;756400483;SAO JOAO DO OESTE;871;10972;389;182.27;N;16768
72290;722900488;JUSSARA;63;4980;48;34.31;N;14672
72573;725730489;MARGARIDA;1029;30059;694;312.64;N;14658
72150;721500490;SEVERO;18;835;10;14.26;N;14697
75221;752210491;CANORPA;1470;4376;141;53.43;N;14653
75057;750570495;PINDAUVINHA;381;4150;318;164.58;N;14653
75104;751040497;NOVA CANTU(CAMP LAGOA);32;350;12;60.16;N;16776
72655;726550500;VISTA ALEGRE;1082;29935;782;340.42;N;14645
72770;727700501;VILA BECKER;446;5590;280;121.4;N;14642
75979;759790502;ESQUINA CANDEIA;332;7212;118;71.41;N;15968
72020;720200503;IPORA;157;5280;178;112.64;N;14691
72900;729000507;CANAA;0;0;0;0;N;15929
72900;729000508;XARQUEADA;56;535;43;80.34;S;15929
75221;752210513;KLABIN;1313;16105;1057;506.89;N;14653
75359;753590514;AREIAO;2254;25650;1337;669.79;N;14632
75597;755970515;FELICIANO;1155;13534;781;276.66;N;15966
72868;728680516;TOMAZINA;330;3104;243;91.11;N;16780
72080;720800517;CINZAS;2;6745;0;4.71;N;14693
72570;725700521;PORECATU;18;395;13;20.79;N;14659
72220;722200522;CASCAVEL;2;300;3;12.24;N;16768
72206;722060525;COTREFAL;678;21266;358;256.38;N;14683
72206;722060529;THOMAZINI;121;2455;91;49.08;N;14683
72206;722060530;AGROCAFEEIRA;2424;27958;805;365.25;N;14683
72380;723800531;MOINHO DA LAPA;1;15000;0;4.66;N;15939
72295;722950534;TAPIRA;89;3480;39;35.47;N;14667
75111;751110535;MARQUINHOS;892;9516;689;374.32;N;14642
72575;725750539;ATALAIA;32;3050;17;17.97;N;14619
72869;728690540;GUARAPUAVA;784;9535;414;220.76;N;14619
72823;728230543;FACELPA;32;7002;27;36.21;N;14638
75925;759250544;PINHEIRO SECO;516;9086;380;256.07;N;15929
75520;755200546;OURO FINO;4122;22833;581;203.02;N;15939
75146;751460548;MIRIM;513;6714;358;167.34;N;15919
75146;751460549;RIO QUIETO;342;5208;339;175.37;N;15919
75129;751290554;LUPIONOPOLIS;121;1622;80;40.99;N;14659
75659;756590555;FLOR DA SERRA;171;2438;173;67.45;N;14658
72220;722200557;INDUSTRIAS;162;8208;86;46.13;N;16768
72240;722400559;TRONCO;2491;33586;987;347.13;N;14678
72295;722950560;NOVA OLIMPIA;318;17161;110;61.17;N;14667
72582;725820562;RESTINGA;101;2517;93;108.89;N;15947
72151;721510564;FENIX;107;1875;91;58.18;N;16757
72151;721510565;CORUMBATAI DO SUL;2677;19048;1100;525.8;N;16757
72824;728240567;TIA JOANA;955;26633;711;541.21;N;14637
72823;728230570;RESTINGA SECA;280;3892;182;85.7;N;14638
72360;723600571;IGUACU;2;26600;1;2.79;N;14665
72020;720200575;SAO JORGE DO PATROCINIO;157;3185;162;68.09;N;14691
72970;729700576;MARIA HELENA;307;11203;272;180.71;N;15571
72868;728680581;QUATIGUA;61;530;19;20.01;N;16780
72578;725780588;BOA ESPERANCA;258;9907;250;185.2;N;14656
72578;725780589;JAMAICA;286;5745;200;110.02;N;14656
75089;750890591;LAMBARI;88;2610;73;47.5;N;16756
75169;751690592;CROTRA;401;12684;401;290.37;N;15571
75384;753840593;DOURADINA   (M HELENA);473;7278;234;143.23;N;15571
75211;752110597;VICINAL VITORIA;166;1670;141;58.28;N;15927
75261;752610598;DALEGRAVE;599;8818;440;243.65;N;15565
72205;722050602;PORCELANA SCHMIDT;0;0;0;0.13;N;14684
75115;751150603;RIO DO TIGRE;1608;14763;1259;713.1;N;14632
72205;722050604;PETROBRAS;1;2000;0;9.14;N;14684
75747;757470608;CARATUVA;989;7252;456;221.02;N;14699
75459;754590611;GUARACI;165;5789;173;120.97;N;14659
75614;756140612;POSTO FISCAL CAPIVARA;370;2645;62;42.29;N;14659
72770;727700615;CAVERNOSO;574;10078;457;243.8;N;14642
75546;755460619;EMILIO CAMPOS;1307;7202;50;14.57;N;16770
72650;726500629;JANDAIA DO SUL;246;11020;219;106.4;N;16764
72970;729700630;EXPRESSO CRUZEIRO DO OEST;63;1118;52;50.38;S;15571
72300;723000631;ITAGUAJE;218;15170;171;107.54;N;14666
75639;756390632;TATETO;34;2840;26;57.28;N;14647
72152;721520635;WARTA;58;5190;50;69.34;N;14696
75159;751590637;SANTA CRUZ;217;5216;197;97.81;N;15940
75679;756790641;ICATU;501;13275;321;159.38;N;14651
75699;756990642;PLANALTINA DO PR;155;6888;128;119.84;N;14651
75974;759740644;PEROLA (XAMBRE);233;3390;172;107.35;N;15572
74565;745650645;MOURAO;350;5315;89;37.45;N;14582
71800;718000646;NBC;27;14100;15;23.29;N;15574
75217;752170647;IRATIM;631;11533;532;463.22;N;15927
75985;759850649;GOLONDRINA;296;7668;189;69.34;N;14645
75399;753990651;COTEGIPE;848;12392;586;268.72;N;14628
72863;728630655;SEMEADOR;1;30;1;27.34;N;14623
72863;728630656;JOAQUIM TAVORA;6;110;6;28.3;S;14623
75229;752290660;FIGUEIRA;169;4018;149;118.2;N;14634
75819;758190661;SAO JERONIMO DA SERRA;318;3014;255;138.65;N;14699
75079;750790669;COMISSARIO ;13;75;1;25.79;N;14647
72091;720910671;CALOGERAS;440;7180;253;277.61;N;15953
75489;754890672;SANTA VIRGINIA;38;1412;38;24.16;N;14698
71050;710500677;JARDIM FIGUEIRA;7;3875;1;6.12;S;16755
72090;720900678;ARICANDUVA;0;0;0;9.66;N;15585
72585;725850679;JARDIM ALEGRE;1;45;1;4.3;S;14653
75305;753050682;DR CAMARGO   (JUSSARA);15;1398;10;51.86;N;14672
72080;720800685;CAMBARA;1;30;1;16.18;S;14693
72080;720800686;OURO VERDE;177;4262;108;79.51;N;14693
71730;717300691;CAMPINA DOS INDIOS;2410;22668;1207;652.59;N;15919
72655;726550693;QUATRO PONTES;1;45;1;9.34;S;14645
75079;750790696;JANIOPOLIS EXP;0;0;0;13.52;N;14647
75829;758290698;JAPURA;1;30;1;7.45;S;14672
75175;751750703;CORVO;22;1132;20;41.73;N;14651
71200;712000706;BARRAGEM ;0;0;0;0.07;N;14593
74050;740500710;CONTENDA      ;0;0;0;22.28;S;15924
72205;722050712;JAZIDA;1;0;0;0.12;N;14684
72980;729800714;OURO VERDE;5;330;3;0.6;N;15927
75059;750590716;PAVAO;416;4429;236;104.67;N;14684
71473;714730721;BEIRA RIO;1;115;3;14.35;S;14671
71473;714730722;TERRA BONITA;0;30;1;5.33;S;14671
75956;759560730;FOLHA VERDE;104;2522;71;49.04;N;16768
72020;720200733;PEROLA (ALTONIA);1212;18512;760;370.76;N;14691
72868;728680735;WENCESLAU BRAZ;98;3042;88;52.71;N;16780
75522;755220736;ALTO SANTA FE;450;12670;125;104.9;N;14645
72152;721520737;ITAUNA;219;6852;204;122.56;N;14696
72152;721520738;PRIMEIRO DE MAIO;1;45;1;28.31;S;14696
71400;714000739;CURIUVA  ;0;0;0;27.4;S;15940
75257;752570743;PORTEIRA GRANDE;1129;8479;351;127.43;N;15958
75524;755240745;SANTA FE;23;960;22;20.77;N;14666
75012;750120747;QUEIMADOS;1108;6458;196;57.66;N;14633
75294;752940749;IRAJA;315;8330;300;147.74;N;14698
71050;710500750;VILA VITORIA;453;5768;251;134;N;16755
75659;756590751;GUABIJU;1600;18704;1371;545.15;N;14658
71830;718300752;XISTO ;0;0;0;4.31;S;14687
71830;718300753;INCEPA;18;15315;3;6.63;N;14687
71200;712000758;RIO DO NUNES;497;3778;163;65.02;N;14593
75359;753590759;PITANGA;817;13021;628;294.35;N;14653
75464;754640763;DOM ARMANDO;0;0;0;0.06;N;15569
75108;751080770;RIO NEGRO;174;1320;72;34.18;N;14652
72240;722400771;CASTROLANDA;1;345;1;21.6;S;14678
72152;721520773;RANCHO ALEGRE;123;3872;116;119.76;N;14696
75109;751090774;SANTA LUCIA ;0;0;0;2.16;N;14682
72201;722010775;PERIQUITO;2538;19642;1252;564.32;N;15946
72300;723000779;SANTO INACIO;32;802;24;30.09;N;14666
72850;728500781;PLANALTO;1;45;1;30.66;S;14628
71480;714800789;SERTAO;1354;11752;892;449.62;N;15941
72861;728610790;SAO CLEMENTE;2673;22094;646;257.95;N;15569
75899;758990799;ENG BELTRAO    (T BOA);472;6788;215;142.3;N;14672
72585;725850802;MANOEL RIBAS;85;9185;69;107.24;N;14653
75610;756100804;KILOMETRO 30;16;260;12;14.79;N;14628
72864;728640805;FLORIDO;906;11082;595;236.04;N;14622
75267;752670807;JUREMA;469;5490;314;142.82;N;14582
75610;756100810;GRALHA AZUL;263;5708;218;76.57;N;14628
75399;753990811;BALSA;299;16336;249;100.07;N;14628
72360;723600813;NOVA FATIMA;1;75;2;32.74;S;14665
72190;721900814;CAFELANDIA DO OESTE;731;13608;287;190.23;N;16756
72578;725780815;RANCHO ALEGRE NFC S/CONS;0;0;0;22.18;S;14656
75829;758290822;RONDON;299;9823;326;159.28;N;14672
75779;757790824;SAO GERALDO;1447;24815;1126;431.99;N;15939
75221;752210829;ROSARIO;3762;14232;800;390.27;N;14653
72840;728400831;MARIA OESTE;13;705;14;33.88;N;14632
75267;752670835;NOVA TEBAS;3228;21355;1317;653.45;N;14582
75359;753590836;FURNAS;998;15789;871;436.43;N;14653
75359;753590837;CANDIDO DE ABREU;2365;7416;104;106.56;N;14632
75598;755980838;CAPINZAL;0;0;0;0.11;N;14678
72270;722700839;CORONEL DOMINGOS SOARES;1039;15718;947;618.92;N;14676
72201;722010841;TICO TICO;2;85;3;24.22;S;15946
72190;721900848;EXPRESSO FORMOSA DO OESTE;0;65;2;31.7;S;16756
75731;757310849;ITASA;2130;11860;236;133.43;N;14668
74050;740500852;LD ARC FRG;3;210;4;7.92;N;15924
75834;758340853;DOURADOS;869;1402;24;5.15;N;15572
72830;728300854;SUMARE;51;10965;47;38;N;14634
72010;720100856;JACAREI;280;14428;229;130.27;N;15945
72583;725830859;UCRANIA;1;195;1;52.68;N;15565
75090;750900863;BRASAO;1660;6333;132;68.97;N;16760
75099;750990865;SETE DE MAIO;1460;7772;213;95.33;N;16755
75299;752990870;BOM SUCESSO;1;2000;0;21.55;N;16764
72930;729300871;MURTA;2;13300;0;7.19;N;15928
75146;751460873;ITAPEJARA DO OESTE;151;4825;113;44.89;N;15919
75115;751150875;XAXIM;329;3992;300;144.36;N;14632
75640;756400876;RIO DO SALTO;1710;23538;1043;410.35;N;16768
72900;729000882;LAVRAS;383;26110;74;37.29;N;15929
72900;729000883;BASILIOS;770;15826;541;315.26;N;15929
72583;725830885;INACIO MARTINS ;0;0;0;50.96;S;15565
72980;729800886;GENERAL CARNEIRO;20;75;2;36.26;N;15927
72290;722900892;EXPRESSO SAO TOME;14;205;9;20.16;N;14672
71480;714800893;DOUTOR ULYSSES;332;3123;221;131.25;N;15941
72210;722100894;COAMO;461;23642;327;172.16;N;14682
75506;755060900;ALTAMIRA DO PARANA;1564;9782;545;305.64;N;16776
75039;750390903;SERRANO;65;3438;73;56.7;N;14682
71780;717800905;KAISER;1;21112;0;4.48;N;14680
71500;715000910;SANTO AMARO;24;14482;9;10.4;N;16763
72240;722400911;GUARAREMA;1180;14838;754;328.48;N;14678
72850;728500912;SALTO DO LONTRA;5061;35099;1082;410.7;N;14628
75533;755330913;PALMEIRAS;2533;18637;600;304.58;N;15928
75744;757440919;BARREIRO ;4;165;2;25.61;S;15945
75212;752120921;FRANCISCO ALVES;2080;4838;88;28.78;N;14670
75890;758900922;OESTE;126;2878;133;69.14;N;14672
75229;752290923;BERTIER;2679;6068;91;22.31;N;14634
75942;759420925;PARANA;2713;6996;201;54.98;N;16770
75889;758890926;ALIANCA;959;12718;285;222.76;N;14634
72988;729880929;LAGOA SECA;11;760;9;34.84;N;16770
75829;758290932;EXPRESSA INDIANAPOLIS;3;3316;4;22.4;N;14672
72410;724100935;NOVA ALTAMIRA;2446;25074;1105;543.12;N;14662
72410;724100936;PAPUA;70;3371;55;27.28;N;14662
75435;754350937;TAMARANA       ;1;30;1;27.27;S;14662
72410;724100938;ALONSO;158;2625;127;89.62;N;14662
72825;728250940;CABREUVA;2234;26998;255;163.72;N;14636
75569;755690945;ENTRE RIOS;1875;19088;218;71.67;N;14645
72855;728550951;CAITA;1411;18786;1151;380.02;N;14627
72410;724100954;BORRAZOPOLIS;102;1542;101;87.21;N;14662
75749;757490955;TANATU;496;7382;409;179.49;N;15967
72589;725890956;QUITANDINHA ;2;60;2;38.76;S;14652
72988;729880959;PALMEIRINHA;80;4450;67;61.34;N;16770
75742;757420963;RUINAS;5;120;7;25.11;N;14666
72500;725000965;MONALISA;3235;6098;76;23.59;N;15577
75732;757320979;NACOES;2098;4942;70;15.75;N;15576
72864;728640985;PINHAL;1545;15430;803;313.31;N;14622
75889;758890987;PARAISO DO NORTE;104;5948;102;62.73;N;14634
72300;723000988;LOBATO;13;350;10;34.76;S;14666
72824;728240996;UEE PALMAS;4;2600;3;44.01;N;14637
72500;725000997;ATACAMA;3;150;1;16.66;N;15577
75002;750020999;RIBEIRAO DO PINHAL;38;1038;35;24.99;N;14697
75034;750341002;PONTA DO FELIX;1;6500;0;9.97;N;14593
75956;759561006;CINDACTA;3199;38140;1532;923.38;N;16768
72840;728401008;BORBOLETA;1338;17185;1127;488.2;N;14632
72861;728611014;NATUREZA;812;18270;250;142.63;N;15569
72560;725601019;FAZENDA RIO GRANDE;1;45;1;26.3;S;15938
71300;713001021;COPAVEL;164;28135;69;52.21;N;14668
72800;728001022;MATELANDIA;0;0;0;16.45;N;15570
75257;752571024;SANTA FE;447;5648;258;73.39;N;15958
72576;725761036;ITAPOA;0;0;0;11.1;N;14657
72800;728001037;PETRA;0;0;0;25.88;N;15570
75640;756401039;CAJATI;357;10825;248;165.55;N;16768
72583;725831042;IMBITUVA ;0;0;0;35.41;N;15565
72836;728361044;LD TAF/AGU;272;5638;79;27.55;N;14633
71730;717301052;GRITADOR;5;5245;2;39.55;N;15919
72210;722101062;BELTRAO EXPRESSA;0;0;0;30.36;S;14682
72930;729301063;OURO VERDE DO OESTE;0;0;0;23.52;S;15928
75631;756311064;ELCO;221;3990;85;38.7;N;14652
72685;726851066;ALBATROZ ;1;30;1;11.46;N;14644
72770;727701076;INCRA;1908;18806;1353;561.27;N;14642
72840;728401077;BOA VENTURA;0;20;2;39.79;S;14632
72575;725751078;MANASA  (GRUPO REDE);0;0;0;6.58;N;14619
75410;754101080;MARUMBI MORRETES;1;0;1;0.04;N;14583
75514;755141085;TULHAS;811;6878;452;220.58;N;14665
72630;726301087;ENGENHO DE FERRO;66;1270;40;50.11;N;14650
72900;729001090;MOLDURAS;0;0;0;4.67;N;15929
75315;753151092;CARAJAS;430;1120;26;6.02;N;16756
75315;753151093;ITAGUAJE;976;8845;295;133.99;N;16756
75315;753151094;SANTO INACIO;2365;9748;84;18.39;N;16756
75315;753151095;IRACEMA;1171;11612;223;104.18;N;16756
72988;729881099;FERROESTE  (GRUPO REDE);1;0;0;0.03;N;16770
72575;725751101;GUARA  (GRUPO REDE);2;5519;6;374.5;N;14619
72840;728401108;RIO QUIETO;1;10;2;31.64;S;14632
72824;728241113;SERRARIA CAMPO DE PALMAS;1;5000;0;0.56;N;14637
75659;756591115;TIRADENTES;524;10136;532;224;N;14658
72850;728501121;EXPRESSO CAPANEMA;0;0;0;39.96;S;14628
72583;725831125;TEIXEIRA SOARES;0;0;0;29.75;S;15565
75925;759251135;ITAITIBA;4;160;5;45;N;15929
72589;725891139;RIO DA AREIA;0;20;2;75.36;S;14652
72824;728241145;PAGLIOSA;250;3950;125;114.19;N;14637
72583;725831149;REBOUCAS;0;0;0;22.1;N;15565
71300;713001150;COMIL;107;17178;29;23.48;N;14668
72836;728361153;LD TAF/LDO;0;30;1;14.36;S;14633
75146;751461157;PCH ANHAMBI;1;3300;0;4.36;N;15919
71480;714801160;CERRADO;1;255;0;17.12;N;15941
71800;718001161;RICKLY;0;5000;0;10.81;N;15574
72930;729301163;PCH SAO FRANCISCO;1;0;0;16.31;N;15928
72930;729301167;EMBAUBA;47;3108;35;25.49;N;15928
72590;725901174;EXPRESSA NOVA LONDRINA;0;45;1;0.1;S;14651
71780;717801177;OMYA;25;12610;13;6.16;N;14680
72240;722401178;ELETRORURAL;4;2695;3;31.88;N;14678
72849;728491180;UCRANIA;2;15000;0;4.74;N;14629
72770;727701181;EXPRESSO CANTAGALO;0;0;0;30.71;S;14642
72655;726551183;FRIGORIFICO;0;0;0;6.7;N;14645
72857;728571193;IMPERADOR;2;6130;2;5.32;N;14626
75111;751111195;TRES PINHEIROS;453;16652;127;194.7;N;14642
74699;746991199;BARRAGEM;0;45;1;45.18;S;14578
75099;750991209;MARUMBI;1;25;2;16.43;N;16755
72846;728461210;PONTAL ;0;0;0;19.77;S;16769
71830;718301213;SAO JOAO DO TRIUNFO;1;40;2;29.71;S;14687
72824;728241215;PCH ARAUJO;2;0;0;45.23;N;14637
72840;728401230;PASSO GRANDE;1;10050;5;104.15;N;14632
72840;728401235;SAO JOAO DA COLINA;1022;13318;984;526.33;N;14632
72201;722011245;EXPRESSO CANDOI;5977;39480;1121;591.81;N;15946
75359;753591247;CRISTALINO;1;10;0;14.02;N;14632
72590;725901248;PORTO RICO;1;385;2;29.65;S;14651
75111;751111249;EXPRESSO GOIOXIM;1868;13598;643;414.67;N;14642
75115;751151264;TRES BICOS;1619;15638;1199;550.74;N;14632
75264;752641268;TUPI;293;16875;173;88.55;N;14691
72410;724101272;MAUA DA SERRA;2;6780;1;17.11;S;14662
75655;756551273;BRAZOPOLIS;40;801;41;40.92;N;16780
75819;758191274;SANTA CECILIA DO PAVAO;1;30;1;9.71;S;14699
75057;750571276;ARIRANHA;676;2541;99;39.07;N;14653
72980;729801277;BAITACA;3;0;0;51.87;N;15927
72095;720951281;SAO SEBASTIAO DA AMOREIRA;16;135;9;17.13;N;14699
72095;720951282;AGUA BRANCA;192;3570;72;59.98;N;14699
72830;728301284;AVICOLA;1;7670;1;14.21;S;14634
72290;722901285;AVENORTE;0;0;0;3.66;N;14672
75162;751621291;MARABA;144;3210;118;109.06;N;15574
72582;725821299;FLORESTA;160;1934;93;56.05;N;15947
72855;728551301;POTINGA;1084;14910;885;336.39;N;14627
72582;725821305;TAIO;779;11912;497;183.34;N;15947
72800;728001306;FRIMESA;1;8818;0;2.08;N;15570
75749;757491330;MAGUARI;1;2000;0;1.16;N;15967
72861;728611333;EXPRESSO DIAMANTE;3344;19052;811;353.48;N;15569
72991;729911349;AVERAMA;7;12810;2;9.02;N;15572
